sample_id,trial_id,speaker_id,audio_path,label,label_name,codec,source,attack,trim,subset,vocoder,language,transaction_amount,transaction_currency,transaction_type,recipient_new,prior_transactions,time_since_last_transaction,speaker_baseline_available,source_dataset,source_distribution,consent_status
asvspoof2021_df_DF_E_4692407,DF_E_4692407,LA_0018,data/raw/audio/asvspoof2021_df/audio/DF_E_4692407.flac,1,spoof,oggm4a,asvspoof,A09,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3006768,DF_E_3006768,TFM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3006768.flac,1,spoof,high_ogg,vcc2020,Task2-team19,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3061089,DF_E_3061089,VCC2TM2,data/raw/audio/asvspoof2021_df/audio/DF_E_3061089.flac,0,bonafide,low_ogg,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3072930,DF_E_3072930,SEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_3072930.flac,0,bonafide,mp3m4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4842882,DF_E_4842882,TEF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4842882.flac,1,spoof,high_mp3,vcc2020,Task1-team10,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4691759,DF_E_4691759,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4691759.flac,0,bonafide,high_mp3,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2979443,DF_E_2979443,LA_0031,data/raw/audio/asvspoof2021_df/audio/DF_E_2979443.flac,1,spoof,high_ogg,asvspoof,A14,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4673893,DF_E_4673893,TEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4673893.flac,1,spoof,high_ogg,vcc2020,Task1-team25,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4736337,DF_E_4736337,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4736337.flac,1,spoof,nocodec,vcc2018,HUB-N14,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4541681,DF_E_4541681,SEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4541681.flac,0,bonafide,low_ogg,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4544331,DF_E_4544331,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4544331.flac,1,spoof,low_m4a,vcc2018,HUB-N09,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4820444,DF_E_4820444,LA_0002,data/raw/audio/asvspoof2021_df/audio/DF_E_4820444.flac,1,spoof,nocodec,asvspoof,A07,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2987007,DF_E_2987007,LA_0011,data/raw/audio/asvspoof2021_df/audio/DF_E_2987007.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4675199,DF_E_4675199,LA_0053,data/raw/audio/asvspoof2021_df/audio/DF_E_4675199.flac,0,bonafide,low_m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4699197,DF_E_4699197,TMF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4699197.flac,0,bonafide,nocodec,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4716061,DF_E_4716061,LA_0014,data/raw/audio/asvspoof2021_df/audio/DF_E_4716061.flac,0,bonafide,high_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3079396,DF_E_3079396,LA_0002,data/raw/audio/asvspoof2021_df/audio/DF_E_3079396.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4512972,DF_E_4512972,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4512972.flac,1,spoof,mp3m4a,vcc2020,Task1-team11,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4832877,DF_E_4832877,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4832877.flac,1,spoof,mp3m4a,vcc2020,Task1-team18,notrim,eval,unknown,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4730418,DF_E_4730418,TEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4730418.flac,1,spoof,mp3m4a,vcc2020,Task1-team13,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3007845,DF_E_3007845,TGM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3007845.flac,1,spoof,nocodec,vcc2020,Task2-team07,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4842361,DF_E_4842361,LA_0021,data/raw/audio/asvspoof2021_df/audio/DF_E_4842361.flac,1,spoof,high_m4a,asvspoof,A18,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4513048,DF_E_4513048,VCC2SM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4513048.flac,0,bonafide,nocodec,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3085178,DF_E_3085178,TMF1,data/raw/audio/asvspoof2021_df/audio/DF_E_3085178.flac,1,spoof,oggm4a,vcc2020,Task2-team20,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4833181,DF_E_4833181,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4833181.flac,1,spoof,high_m4a,vcc2020,Task2-team27,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3051209,DF_E_3051209,VCC2SM3,data/raw/audio/asvspoof2021_df/audio/DF_E_3051209.flac,0,bonafide,high_m4a,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4722980,DF_E_4722980,LA_0017,data/raw/audio/asvspoof2021_df/audio/DF_E_4722980.flac,0,bonafide,high_mp3,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2989357,DF_E_2989357,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_2989357.flac,1,spoof,low_m4a,vcc2018,SPO-N18,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3055107,DF_E_3055107,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_3055107.flac,1,spoof,mp3m4a,vcc2018,HUB-D02,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4689736,DF_E_4689736,TFF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4689736.flac,1,spoof,mp3m4a,vcc2020,Task2-team27,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4717140,DF_E_4717140,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4717140.flac,1,spoof,high_mp3,vcc2018,HUB-N20,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4684357,DF_E_4684357,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4684357.flac,1,spoof,low_ogg,vcc2018,SPO-N18,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3081332,DF_E_3081332,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3081332.flac,0,bonafide,high_ogg,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4666391,DF_E_4666391,SEF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4666391.flac,0,bonafide,mp3m4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3082394,DF_E_3082394,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3082394.flac,1,spoof,high_ogg,vcc2018,HUB-D01,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4842765,DF_E_4842765,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4842765.flac,1,spoof,mp3m4a,vcc2018,HUB-D05,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4681232,DF_E_4681232,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4681232.flac,0,bonafide,mp3m4a,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4542301,DF_E_4542301,TGM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4542301.flac,0,bonafide,low_m4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4512988,DF_E_4512988,LA_0011,data/raw/audio/asvspoof2021_df/audio/DF_E_4512988.flac,1,spoof,low_ogg,asvspoof,A14,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4728454,DF_E_4728454,TGF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4728454.flac,1,spoof,high_mp3,vcc2020,Task2-team27,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2978086,DF_E_2978086,TEM2,data/raw/audio/asvspoof2021_df/audio/DF_E_2978086.flac,1,spoof,mp3m4a,vcc2020,Task1-team12,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4724688,DF_E_4724688,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4724688.flac,1,spoof,high_mp3,vcc2018,HUB-D01,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4700445,DF_E_4700445,LA_0014,data/raw/audio/asvspoof2021_df/audio/DF_E_4700445.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2995587,DF_E_2995587,LA_0028,data/raw/audio/asvspoof2021_df/audio/DF_E_2995587.flac,1,spoof,mp3m4a,asvspoof,A13,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3074969,DF_E_3074969,LA_0026,data/raw/audio/asvspoof2021_df/audio/DF_E_3074969.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4663350,DF_E_4663350,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4663350.flac,1,spoof,low_m4a,vcc2020,Task2-team02,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4515926,DF_E_4515926,VCC2SF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4515926.flac,0,bonafide,oggm4a,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4691301,DF_E_4691301,TFM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4691301.flac,1,spoof,oggm4a,vcc2020,Task2-team13,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4678196,DF_E_4678196,LA_0011,data/raw/audio/asvspoof2021_df/audio/DF_E_4678196.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4711081,DF_E_4711081,LA_0005,data/raw/audio/asvspoof2021_df/audio/DF_E_4711081.flac,0,bonafide,high_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4535306,DF_E_4535306,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4535306.flac,1,spoof,low_ogg,vcc2018,HUB-N11,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2975627,DF_E_2975627,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_2975627.flac,1,spoof,high_ogg,vcc2018,HUB-N13,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4848935,DF_E_4848935,LA_0046,data/raw/audio/asvspoof2021_df/audio/DF_E_4848935.flac,0,bonafide,high_m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2976543,DF_E_2976543,VCC2TF2,data/raw/audio/asvspoof2021_df/audio/DF_E_2976543.flac,1,spoof,high_ogg,vcc2018,SPO-N10,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4846693,DF_E_4846693,LA_0047,data/raw/audio/asvspoof2021_df/audio/DF_E_4846693.flac,1,spoof,mp3m4a,asvspoof,A08,notrim,eval,neural_vocoder_nonautoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4723699,DF_E_4723699,LA_0028,data/raw/audio/asvspoof2021_df/audio/DF_E_4723699.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4717971,DF_E_4717971,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4717971.flac,0,bonafide,high_mp3,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4522072,DF_E_4522072,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4522072.flac,1,spoof,low_m4a,vcc2020,Task1-team26,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4689294,DF_E_4689294,VCC2TF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4689294.flac,1,spoof,low_m4a,vcc2018,SPO-B01,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3072864,DF_E_3072864,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3072864.flac,1,spoof,high_m4a,vcc2020,Task2-team11,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4723079,DF_E_4723079,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4723079.flac,0,bonafide,mp3m4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4846867,DF_E_4846867,LA_0031,data/raw/audio/asvspoof2021_df/audio/DF_E_4846867.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4528791,DF_E_4528791,LA_0036,data/raw/audio/asvspoof2021_df/audio/DF_E_4528791.flac,1,spoof,oggm4a,asvspoof,A11,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4676687,DF_E_4676687,VCC2TM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4676687.flac,1,spoof,nocodec,vcc2018,HUB-D02,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4512176,DF_E_4512176,TGF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4512176.flac,1,spoof,high_m4a,vcc2020,Task2-team07,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4826211,DF_E_4826211,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4826211.flac,1,spoof,high_mp3,vcc2020,Task1-team12,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3062205,DF_E_3062205,LA_0021,data/raw/audio/asvspoof2021_df/audio/DF_E_3062205.flac,1,spoof,high_ogg,asvspoof,A07,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4706815,DF_E_4706815,LA_0033,data/raw/audio/asvspoof2021_df/audio/DF_E_4706815.flac,1,spoof,high_mp3,asvspoof,A13,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3065362,DF_E_3065362,LA_0037,data/raw/audio/asvspoof2021_df/audio/DF_E_3065362.flac,1,spoof,high_ogg,asvspoof,A14,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3007660,DF_E_3007660,VCC2TM1,data/raw/audio/asvspoof2021_df/audio/DF_E_3007660.flac,0,bonafide,high_mp3,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4664960,DF_E_4664960,TGF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4664960.flac,1,spoof,low_ogg,vcc2020,Task2-team08,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4706346,DF_E_4706346,TEF2,data/raw/audio/asvspoof2021_df/audio/DF_E_4706346.flac,1,spoof,low_m4a,vcc2020,Task1-team06,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4699070,DF_E_4699070,LA_0029,data/raw/audio/asvspoof2021_df/audio/DF_E_4699070.flac,0,bonafide,high_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4715992,DF_E_4715992,LA_0064,data/raw/audio/asvspoof2021_df/audio/DF_E_4715992.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3048736,DF_E_3048736,LA_0021,data/raw/audio/asvspoof2021_df/audio/DF_E_3048736.flac,0,bonafide,mp3m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2986371,DF_E_2986371,LA_0048,data/raw/audio/asvspoof2021_df/audio/DF_E_2986371.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2989198,DF_E_2989198,TGF1,data/raw/audio/asvspoof2021_df/audio/DF_E_2989198.flac,1,spoof,low_m4a,vcc2020,Task2-team23,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4828753,DF_E_4828753,LA_0016,data/raw/audio/asvspoof2021_df/audio/DF_E_4828753.flac,0,bonafide,high_m4a,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4514623,DF_E_4514623,TGF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4514623.flac,1,spoof,low_ogg,vcc2020,Task2-team26,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4819758,DF_E_4819758,TEM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4819758.flac,1,spoof,mp3m4a,vcc2020,Task1-team10,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4710087,DF_E_4710087,LA_0004,data/raw/audio/asvspoof2021_df/audio/DF_E_4710087.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4722959,DF_E_4722959,TGF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4722959.flac,1,spoof,mp3m4a,vcc2020,Task2-team03,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4826554,DF_E_4826554,TFF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4826554.flac,0,bonafide,oggm4a,vcc2020,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3054860,DF_E_3054860,LA_0018,data/raw/audio/asvspoof2021_df/audio/DF_E_3054860.flac,0,bonafide,nocodec,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4518164,DF_E_4518164,VCC2SM4,data/raw/audio/asvspoof2021_df/audio/DF_E_4518164.flac,0,bonafide,high_ogg,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4717032,DF_E_4717032,VCC2TM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4717032.flac,1,spoof,high_m4a,vcc2018,SPO-N06,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4722280,DF_E_4722280,LA_0006,data/raw/audio/asvspoof2021_df/audio/DF_E_4722280.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4539983,DF_E_4539983,LA_0021,data/raw/audio/asvspoof2021_df/audio/DF_E_4539983.flac,0,bonafide,high_mp3,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2974889,DF_E_2974889,VCC2SF1,data/raw/audio/asvspoof2021_df/audio/DF_E_2974889.flac,0,bonafide,nocodec,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_2990006,DF_E_2990006,LA_0022,data/raw/audio/asvspoof2021_df/audio/DF_E_2990006.flac,0,bonafide,high_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4833739,DF_E_4833739,TMM1,data/raw/audio/asvspoof2021_df/audio/DF_E_4833739.flac,1,spoof,oggm4a,vcc2020,Task2-team11,notrim,eval,neural_vocoder_autoregressive,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4814762,DF_E_4814762,LA_0023,data/raw/audio/asvspoof2021_df/audio/DF_E_4814762.flac,0,bonafide,low_ogg,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4697646,DF_E_4697646,LA_0043,data/raw/audio/asvspoof2021_df/audio/DF_E_4697646.flac,0,bonafide,high_mp3,asvspoof,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4523447,DF_E_4523447,VCC2TM2,data/raw/audio/asvspoof2021_df/audio/DF_E_4523447.flac,1,spoof,high_ogg,vcc2018,SPO-B01,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4846279,DF_E_4846279,TEF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4846279.flac,1,spoof,high_m4a,vcc2020,Task1-team06,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_3000557,DF_E_3000557,VCC2TM2,data/raw/audio/asvspoof2021_df/audio/DF_E_3000557.flac,1,spoof,nocodec,vcc2018,HUB-B01,notrim,eval,traditional_vocoder,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
asvspoof2021_df_DF_E_4723765,DF_E_4723765,VCC2SF1,data/raw/audio/asvspoof2021_df/audio/DF_E_4723765.flac,0,bonafide,high_m4a,vcc2018,-,notrim,eval,bonafide,,,,,,,,,ASVspoof2021_DF,HuggingFace redistribution,dataset_license
