speaker_id,trial_id,codec,source,attack,label,trim,subset,vocoder,field10,field11,field12,field13,hf_row_index,hf_shard,hf_shard_file
VCC2SM1,DF_E_2597403,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,122025,15,test-00015-of-00080.parquet
LA_0026,DF_E_4818763,low_ogg,asvspoof,A11,spoof,notrim,eval,traditional_vocoder,-,-,-,-,574762,75,test-00075-of-00080.parquet
VCC2SM3,DF_E_2285698,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,58212,7,test-00007-of-00080.parquet
LA_0045,DF_E_3815332,nocodec,asvspoof,A16,spoof,notrim,eval,waveform_concatenation,-,-,-,-,370328,48,test-00048-of-00080.parquet
TGM1,DF_E_2475895,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,97141,12,test-00012-of-00080.parquet
LA_0046,DF_E_4188076,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,446268,58,test-00058-of-00080.parquet
TFF1,DF_E_2621318,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,126989,16,test-00016-of-00080.parquet
VCC2TM1,DF_E_2666740,low_m4a,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,FM,-,136228,17,test-00017-of-00080.parquet
SEF1,DF_E_2752393,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,153507,20,test-00020-of-00080.parquet
TEF1,DF_E_4117729,low_ogg,vcc2020,Task1-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team03,MF,E,431945,56,test-00056-of-00080.parquet
LA_0020,DF_E_4068512,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,421866,55,test-00055-of-00080.parquet
TFF1,DF_E_2512436,mp3m4a,vcc2020,Task2-team23,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team23,FF,F,104629,13,test-00013-of-00080.parquet
LA_0048,DF_E_3781387,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,363488,47,test-00047-of-00080.parquet
TEF2,DF_E_2993614,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,202868,26,test-00026-of-00080.parquet
VCC2TM1,DF_E_3799371,low_m4a,vcc2018,SPO-N03,spoof,notrim,eval,unknown,SPO,N03,MM,-,367120,48,test-00048-of-00080.parquet
VCC2TM2,DF_E_3567304,low_ogg,vcc2018,SPO-N12,spoof,notrim,eval,traditional_vocoder,SPO,N12,MM,-,319951,41,test-00041-of-00080.parquet
VCC2TF2,DF_E_2620016,oggm4a,vcc2018,HUB-N18,spoof,notrim,eval,traditional_vocoder,HUB,N18,FF,-,126688,16,test-00016-of-00080.parquet
VCC2TF1,DF_E_4181912,low_mp3,vcc2018,HUB-D05,spoof,notrim,eval,traditional_vocoder,HUB,D05,FF,-,445050,58,test-00058-of-00080.parquet
TEM2,DF_E_2925605,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,188888,24,test-00024-of-00080.parquet
VCC2TF1,DF_E_3580288,oggm4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,FF,-,322593,42,test-00042-of-00080.parquet
TGF1,DF_E_3874561,high_mp3,vcc2020,Task2-team18,spoof,notrim,eval,unknown,Task2,team18,FF,G,382382,49,test-00049-of-00080.parquet
VCC2SF3,DF_E_3430299,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,291841,38,test-00038-of-00080.parquet
VCC2SF2,DF_E_3393481,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,284394,37,test-00037-of-00080.parquet
LA_0044,DF_E_4746077,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,559981,73,test-00073-of-00080.parquet
TMF1,DF_E_3483931,low_mp3,vcc2020,Task2-team15,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team15,MF,M,302950,39,test-00039-of-00080.parquet
TEF2,DF_E_2301013,nocodec,vcc2020,Task1-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team22,FF,E,61384,8,test-00008-of-00080.parquet
VCC2TF2,DF_E_2636203,low_ogg,vcc2018,HUB-N04,spoof,notrim,eval,traditional_vocoder,HUB,N04,FF,-,130056,17,test-00017-of-00080.parquet
VCC2SF4,DF_E_4429223,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,495549,64,test-00064-of-00080.parquet
LA_0007,DF_E_3335568,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,272435,35,test-00035-of-00080.parquet
TEF1,DF_E_3149278,low_mp3,vcc2020,Task1-team12,spoof,notrim,eval,traditional_vocoder,Task1,team12,MF,E,234661,30,test-00030-of-00080.parquet
TEM1,DF_E_2673853,high_m4a,vcc2020,Task1-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team20,MM,E,137698,18,test-00018-of-00080.parquet
VCC2TF2,DF_E_3961347,mp3m4a,vcc2018,HUB-N14,spoof,notrim,eval,traditional_vocoder,HUB,N14,FF,-,400092,52,test-00052-of-00080.parquet
VCC2SM2,DF_E_2159994,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,32640,4,test-00004-of-00080.parquet
VCC2TM2,DF_E_2573317,mp3m4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MM,-,117100,15,test-00015-of-00080.parquet
LA_0048,DF_E_2546575,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,111678,14,test-00014-of-00080.parquet
LA_0029,DF_E_2295524,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,60231,7,test-00007-of-00080.parquet
LA_0051,DF_E_4455124,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,500820,65,test-00065-of-00080.parquet
VCC2SF1,DF_E_3098277,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,224290,29,test-00029-of-00080.parquet
LA_0021,DF_E_4124863,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,433447,56,test-00056-of-00080.parquet
LA_0044,DF_E_4429314,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,495569,64,test-00064-of-00080.parquet
VCC2TF2,DF_E_2232702,high_ogg,vcc2018,HUB-N05,spoof,notrim,eval,traditional_vocoder,HUB,N05,FF,-,47434,6,test-00006-of-00080.parquet
TMM1,DF_E_3985818,high_m4a,vcc2020,Task2-team08,spoof,notrim,eval,traditional_vocoder,Task2,team08,MM,M,404988,52,test-00052-of-00080.parquet
TMF1,DF_E_4571301,oggm4a,vcc2020,Task2-team28,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team28,FF,M,524402,68,test-00068-of-00080.parquet
VCC2SF1,DF_E_3606176,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,327941,42,test-00042-of-00080.parquet
LA_0015,DF_E_2124883,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,25278,3,test-00003-of-00080.parquet
LA_0005,DF_E_2249076,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,50796,6,test-00006-of-00080.parquet
LA_0001,DF_E_3151221,oggm4a,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,235047,30,test-00030-of-00080.parquet
VCC2TM1,DF_E_2201190,low_ogg,vcc2018,SPO-N10,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N10,FM,-,41109,5,test-00005-of-00080.parquet
LA_0032,DF_E_3249420,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,255148,33,test-00033-of-00080.parquet
VCC2TM1,DF_E_3838204,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,374964,49,test-00049-of-00080.parquet
TMM1,DF_E_3790802,oggm4a,vcc2020,Task2-team30,spoof,notrim,eval,unknown,Task2,team30,MM,M,365355,47,test-00047-of-00080.parquet
VCC2SM2,DF_E_2488260,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,99712,13,test-00013-of-00080.parquet
VCC2TM1,DF_E_2882344,high_mp3,vcc2018,HUB-N16,spoof,notrim,eval,traditional_vocoder,HUB,N16,MM,-,180160,23,test-00023-of-00080.parquet
VCC2TM2,DF_E_2840536,high_m4a,vcc2018,HUB-B01,spoof,notrim,eval,traditional_vocoder,HUB,B01,MM,-,171548,22,test-00022-of-00080.parquet
VCC2TM2,DF_E_4625874,high_mp3,vcc2018,HUB-N09,spoof,notrim,eval,traditional_vocoder,HUB,N09,MM,-,535521,70,test-00070-of-00080.parquet
TMM1,DF_E_2862752,low_m4a,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,FM,M,176123,23,test-00023-of-00080.parquet
LA_0013,DF_E_4658972,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,542286,70,test-00070-of-00080.parquet
VCC2SF1,DF_E_3717752,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,350680,45,test-00045-of-00080.parquet
VCC2TF2,DF_E_2658278,mp3m4a,vcc2018,SPO-N11,spoof,notrim,eval,traditional_vocoder,SPO,N11,MF,-,134528,17,test-00017-of-00080.parquet
TEM2,DF_E_2547684,oggm4a,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,FM,E,111903,14,test-00014-of-00080.parquet
TEM2,DF_E_2064564,nocodec,vcc2020,Task1-team06,spoof,notrim,eval,traditional_vocoder,Task1,team06,MM,E,13077,1,test-00001-of-00080.parquet
TEM1,DF_E_2267916,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,54605,7,test-00007-of-00080.parquet
LA_0040,DF_E_3274654,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,260234,34,test-00034-of-00080.parquet
LA_0058,DF_E_2979878,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,200036,26,test-00026-of-00080.parquet
VCC2TM2,DF_E_4635462,high_m4a,vcc2018,SPO-N18,spoof,notrim,eval,traditional_vocoder,SPO,N18,FM,-,537540,70,test-00070-of-00080.parquet
LA_0043,DF_E_2570486,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,116537,15,test-00015-of-00080.parquet
TMF1,DF_E_2667782,high_ogg,vcc2020,Task2-team23,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team23,FF,M,136433,17,test-00017-of-00080.parquet
TMM1,DF_E_4783473,mp3m4a,vcc2020,Task2-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team03,FM,M,567452,74,test-00074-of-00080.parquet
VCC2TM2,DF_E_4017897,nocodec,vcc2018,HUB-N12,spoof,notrim,eval,traditional_vocoder,HUB,N12,MM,-,411524,53,test-00053-of-00080.parquet
LA_0048,DF_E_2777654,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,158719,20,test-00020-of-00080.parquet
TGF1,DF_E_4719088,low_ogg,vcc2020,Task2-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FF,G,554592,72,test-00072-of-00080.parquet
LA_0018,DF_E_4186081,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,445861,58,test-00058-of-00080.parquet
TGM1,DF_E_2530913,oggm4a,vcc2020,Task2-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team11,MM,G,108415,14,test-00014-of-00080.parquet
TEF1,DF_E_2094259,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,19178,2,test-00002-of-00080.parquet
VCC2TM1,DF_E_4701378,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,550957,72,test-00072-of-00080.parquet
TEF1,DF_E_2864407,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,176448,23,test-00023-of-00080.parquet
TEM2,DF_E_2287103,high_m4a,vcc2020,Task1-team17,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team17,MM,E,58476,7,test-00007-of-00080.parquet
VCC2TF1,DF_E_3010589,oggm4a,vcc2018,SPO-N04,spoof,notrim,eval,traditional_vocoder,SPO,N04,FF,-,206388,26,test-00026-of-00080.parquet
VCC2SM4,DF_E_2137191,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,27906,3,test-00003-of-00080.parquet
VCC2TF1,DF_E_3329323,high_m4a,vcc2018,HUB-N18,spoof,notrim,eval,traditional_vocoder,HUB,N18,MF,-,271186,35,test-00035-of-00080.parquet
LA_0047,DF_E_2895012,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,182715,23,test-00023-of-00080.parquet
LA_0018,DF_E_2133494,high_ogg,asvspoof,A08,spoof,notrim,eval,neural_vocoder_nonautoregressive,-,-,-,-,27112,3,test-00003-of-00080.parquet
VCC2TM1,DF_E_3921336,high_ogg,vcc2018,HUB-N11,spoof,notrim,eval,traditional_vocoder,HUB,N11,MM,-,391914,51,test-00051-of-00080.parquet
TEF2,DF_E_2507634,low_m4a,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,FF,E,103697,13,test-00013-of-00080.parquet
TMM1,DF_E_3722061,low_mp3,vcc2020,Task2-team26,spoof,notrim,eval,traditional_vocoder,Task2,team26,FM,M,351543,45,test-00045-of-00080.parquet
VCC2SF1,DF_E_3381573,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,281916,36,test-00036-of-00080.parquet
TEF2,DF_E_3949216,high_m4a,vcc2020,Task1-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team20,FF,E,397635,51,test-00051-of-00080.parquet
VCC2SF4,DF_E_2142987,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,29079,3,test-00003-of-00080.parquet
VCC2TM1,DF_E_4349417,high_ogg,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MM,-,479257,62,test-00062-of-00080.parquet
VCC2TF2,DF_E_2030257,nocodec,vcc2018,HUB-B01,spoof,notrim,eval,traditional_vocoder,HUB,B01,FF,-,6135,0,test-00000-of-00080.parquet
VCC2TF2,DF_E_4449997,oggm4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MF,-,499771,65,test-00065-of-00080.parquet
VCC2TM1,DF_E_2542158,low_mp3,vcc2018,HUB-N11,spoof,notrim,eval,traditional_vocoder,HUB,N11,FM,-,110791,14,test-00014-of-00080.parquet
TFF1,DF_E_3700599,nocodec,vcc2020,Task2-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team07,MF,F,347217,45,test-00045-of-00080.parquet
VCC2TM1,DF_E_3741155,low_mp3,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,MM,-,355396,46,test-00046-of-00080.parquet
TFF1,DF_E_2731423,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,149246,19,test-00019-of-00080.parquet
VCC2TM2,DF_E_2561421,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,114668,14,test-00014-of-00080.parquet
LA_0065,DF_E_4378981,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,485269,63,test-00063-of-00080.parquet
LA_0004,DF_E_4293605,high_ogg,asvspoof,A11,spoof,notrim,eval,traditional_vocoder,-,-,-,-,467782,61,test-00061-of-00080.parquet
TFF1,DF_E_4046510,low_ogg,vcc2020,Task2-team15,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team15,MF,F,417387,54,test-00054-of-00080.parquet
TEM1,DF_E_4302955,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,469660,61,test-00061-of-00080.parquet
LA_0010,DF_E_3908431,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,389206,50,test-00050-of-00080.parquet
TEM2,DF_E_2039953,nocodec,vcc2020,Task1-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team25,FM,E,8084,1,test-00001-of-00080.parquet
LA_0015,DF_E_3771032,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,361474,47,test-00047-of-00080.parquet
TMF1,DF_E_4779599,oggm4a,vcc2020,Task2-team06,spoof,notrim,eval,traditional_vocoder,Task2,team06,MF,M,566683,74,test-00074-of-00080.parquet
TEM1,DF_E_3490880,low_m4a,vcc2020,Task1-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team22,MM,E,304357,39,test-00039-of-00080.parquet
VCC2TF2,DF_E_4989585,nocodec,vcc2018,HUB-N14,spoof,notrim,eval,traditional_vocoder,HUB,N14,MF,-,609704,79,test-00079-of-00080.parquet
VCC2SM1,DF_E_4797060,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,570208,74,test-00074-of-00080.parquet
VCC2TM1,DF_E_4921834,low_mp3,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,MM,-,595928,77,test-00077-of-00080.parquet
TFF1,DF_E_4232052,oggm4a,vcc2020,Task2-team26,spoof,notrim,eval,traditional_vocoder,Task2,team26,MF,F,455256,59,test-00059-of-00080.parquet
LA_0009,DF_E_4402646,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,490126,64,test-00064-of-00080.parquet
LA_0023,DF_E_2877963,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,179274,23,test-00023-of-00080.parquet
LA_0015,DF_E_2070143,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,14236,1,test-00001-of-00080.parquet
LA_0045,DF_E_4176533,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,443956,58,test-00058-of-00080.parquet
LA_0041,DF_E_3736973,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,354542,46,test-00046-of-00080.parquet
VCC2TM2,DF_E_4715327,high_ogg,vcc2018,SPO-N05,spoof,notrim,eval,traditional_vocoder,SPO,N05,MM,-,553794,72,test-00072-of-00080.parquet
TEM2,DF_E_4074464,low_m4a,vcc2020,Task1-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team11,MM,E,423113,55,test-00055-of-00080.parquet
VCC2TM2,DF_E_2694576,low_m4a,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,FM,-,141866,18,test-00018-of-00080.parquet
TEF1,DF_E_3922492,high_mp3,vcc2020,Task1-team21,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team21,MF,E,392159,51,test-00051-of-00080.parquet
LA_0023,DF_E_4357834,low_m4a,asvspoof,A13,spoof,notrim,eval,traditional_vocoder,-,-,-,-,480971,62,test-00062-of-00080.parquet
LA_0025,DF_E_2860978,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,175782,22,test-00022-of-00080.parquet
LA_0019,DF_E_3917403,low_ogg,asvspoof,A14,spoof,notrim,eval,traditional_vocoder,-,-,-,-,391096,51,test-00051-of-00080.parquet
VCC2TF2,DF_E_4912490,high_m4a,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,MF,-,594037,77,test-00077-of-00080.parquet
VCC2TF1,DF_E_2447382,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,91267,11,test-00011-of-00080.parquet
LA_0021,DF_E_3698539,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,346816,45,test-00045-of-00080.parquet
VCC2TF1,DF_E_2987460,low_mp3,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,MF,-,201579,26,test-00026-of-00080.parquet
TFM1,DF_E_4969253,low_ogg,vcc2020,Task2-team30,spoof,notrim,eval,unknown,Task2,team30,FM,F,605481,79,test-00079-of-00080.parquet
VCC2TF2,DF_E_2066291,low_ogg,vcc2018,HUB-N10,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N10,MF,-,13423,1,test-00001-of-00080.parquet
TMF1,DF_E_4303952,high_m4a,vcc2020,Task2-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FF,M,469857,61,test-00061-of-00080.parquet
TEM1,DF_E_3436104,high_ogg,vcc2020,Task1-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team19,MM,E,293072,38,test-00038-of-00080.parquet
SEM2,DF_E_4920277,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,595616,77,test-00077-of-00080.parquet
LA_0030,DF_E_4347112,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,478777,62,test-00062-of-00080.parquet
TEM1,DF_E_4718025,mp3m4a,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,FM,E,554363,72,test-00072-of-00080.parquet
TFM1,DF_E_4929579,high_mp3,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,FM,F,597528,78,test-00078-of-00080.parquet
VCC2SM3,DF_E_2991773,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,202489,26,test-00026-of-00080.parquet
VCC2TF2,DF_E_2939574,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,191794,25,test-00025-of-00080.parquet
TGF1,DF_E_4275337,oggm4a,vcc2020,Task2-team33,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team33,FF,G,464126,60,test-00060-of-00080.parquet
LA_0028,DF_E_2664901,low_ogg,asvspoof,A07,spoof,notrim,eval,traditional_vocoder,-,-,-,-,135860,17,test-00017-of-00080.parquet
TGM1,DF_E_3989927,low_m4a,vcc2020,Task2-team06,spoof,notrim,eval,traditional_vocoder,Task2,team06,MM,G,405832,53,test-00053-of-00080.parquet
LA_0037,DF_E_2822666,high_m4a,asvspoof,A13,spoof,notrim,eval,traditional_vocoder,-,-,-,-,167873,21,test-00021-of-00080.parquet
LA_0060,DF_E_3872814,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,382029,49,test-00049-of-00080.parquet
VCC2TM1,DF_E_3069887,high_ogg,vcc2018,HUB-N14,spoof,notrim,eval,traditional_vocoder,HUB,N14,FM,-,218639,28,test-00028-of-00080.parquet
LA_0041,DF_E_2590776,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,120669,15,test-00015-of-00080.parquet
TEF2,DF_E_2447825,nocodec,vcc2020,Task1-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team31,MF,E,91343,11,test-00011-of-00080.parquet
TEF2,DF_E_3183379,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,241665,31,test-00031-of-00080.parquet
VCC2TM1,DF_E_4138285,high_m4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MM,-,436143,57,test-00057-of-00080.parquet
TGM1,DF_E_4327551,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,474731,62,test-00062-of-00080.parquet
VCC2TM2,DF_E_2926852,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,189118,24,test-00024-of-00080.parquet
TEF1,DF_E_2836485,nocodec,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,MF,E,170703,22,test-00022-of-00080.parquet
TEM1,DF_E_2495461,nocodec,vcc2020,Task1-team23,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team23,FM,E,101228,13,test-00013-of-00080.parquet
TEF1,DF_E_2936840,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,191217,25,test-00025-of-00080.parquet
VCC2TF2,DF_E_4684817,low_m4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MF,-,547578,71,test-00071-of-00080.parquet
VCC2TF1,DF_E_2601763,low_ogg,vcc2018,HUB-N17,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N17,FF,-,122929,16,test-00016-of-00080.parquet
VCC2TM2,DF_E_4322487,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,473678,61,test-00061-of-00080.parquet
LA_0036,DF_E_2942449,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,192380,25,test-00025-of-00080.parquet
TMM1,DF_E_4073866,oggm4a,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,FM,M,422991,55,test-00055-of-00080.parquet
VCC2TF1,DF_E_3897526,nocodec,vcc2018,SPO-N03,spoof,notrim,eval,unknown,SPO,N03,FF,-,386986,50,test-00050-of-00080.parquet
TMM1,DF_E_4435765,nocodec,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,MM,M,496861,64,test-00064-of-00080.parquet
VCC2SF4,DF_E_3596737,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,326021,42,test-00042-of-00080.parquet
LA_0023,DF_E_3435329,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,292912,38,test-00038-of-00080.parquet
VCC2TF2,DF_E_4234709,high_mp3,vcc2018,HUB-N12,spoof,notrim,eval,traditional_vocoder,HUB,N12,FF,-,455802,59,test-00059-of-00080.parquet
TEM2,DF_E_3599068,high_mp3,vcc2020,Task1-team18,spoof,notrim,eval,unknown,Task1,team18,MM,E,326484,42,test-00042-of-00080.parquet
TEF2,DF_E_4580482,low_ogg,vcc2020,Task1-team06,spoof,notrim,eval,traditional_vocoder,Task1,team06,FF,E,526324,68,test-00068-of-00080.parquet
TMM1,DF_E_3282030,high_mp3,vcc2020,Task2-team26,spoof,notrim,eval,traditional_vocoder,Task2,team26,MM,M,261713,34,test-00034-of-00080.parquet
TEF2,DF_E_3803696,high_mp3,vcc2020,Task1-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team03,FF,E,368017,48,test-00048-of-00080.parquet
TEF2,DF_E_4054957,high_mp3,vcc2020,Task1-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team07,FF,E,419118,54,test-00054-of-00080.parquet
LA_0008,DF_E_2947377,low_ogg,asvspoof,A12,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,193383,25,test-00025-of-00080.parquet
VCC2TF1,DF_E_2151923,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,30960,4,test-00004-of-00080.parquet
TEF2,DF_E_3622894,high_ogg,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,MF,E,331289,43,test-00043-of-00080.parquet
VCC2TF1,DF_E_2669982,oggm4a,vcc2018,HUB-N13,spoof,notrim,eval,traditional_vocoder,HUB,N13,MF,-,136919,17,test-00017-of-00080.parquet
VCC2SM1,DF_E_3033446,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,211043,27,test-00027-of-00080.parquet
TEF1,DF_E_4125938,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,433671,56,test-00056-of-00080.parquet
VCC2TM1,DF_E_2863631,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,176292,23,test-00023-of-00080.parquet
