speaker_id,trial_id,codec,source,attack,label_raw,trim,subset,vocoder,field10,field11,field12,field13,hf_label,position,shard,hf_shard,hf_shard_file
VCC2TM2,DF_E_4665541,high_m4a,vcc2018,HUB-D05,spoof,notrim,eval,traditional_vocoder,HUB,D05,FM,-,1,543636,71,71,test-00071-of-00080.parquet
LA_0002,DF_E_4830866,oggm4a,asvspoof,A07,spoof,notrim,eval,traditional_vocoder,-,-,-,-,1,577297,75,75,test-00075-of-00080.parquet
LA_0042,DF_E_3076425,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,219901,28,28,test-00028-of-00080.parquet
LA_0004,DF_E_4815925,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,574183,75,75,test-00075-of-00080.parquet
LA_0003,DF_E_3007576,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,205790,26,26,test-00026-of-00080.parquet
LA_0044,DF_E_4696582,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,549969,71,71,test-00071-of-00080.parquet
VCC2TF1,DF_E_4687874,oggm4a,vcc2018,HUB-N20,spoof,notrim,eval,traditional_vocoder,HUB,N20,FF,-,1,548203,71,71,test-00071-of-00080.parquet
TMF1,DF_E_4838768,high_m4a,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,MF,M,1,578910,75,75,test-00075-of-00080.parquet
VCC2SM3,DF_E_4834241,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,577989,75,75,test-00075-of-00080.parquet
LA_0023,DF_E_2998651,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,203982,26,26,test-00026-of-00080.parquet
VCC2TM1,DF_E_4712594,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,553222,72,72,test-00072-of-00080.parquet
LA_0040,DF_E_4734099,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,557594,72,72,test-00072-of-00080.parquet
VCC2SF2,DF_E_4669202,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,544373,71,71,test-00071-of-00080.parquet
SEM1,DF_E_4684714,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,547552,71,71,test-00071-of-00080.parquet
LA_0045,DF_E_4544088,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,518936,67,67,test-00067-of-00080.parquet
VCC2TM2,DF_E_4669002,low_m4a,vcc2018,HUB-N07,spoof,notrim,eval,traditional_vocoder,HUB,N07,MM,-,1,544334,71,71,test-00071-of-00080.parquet
TMF1,DF_E_4843501,high_mp3,vcc2020,Task2-team18,spoof,notrim,eval,unknown,Task2,team18,MF,M,1,579881,75,75,test-00075-of-00080.parquet
TEM2,DF_E_4548974,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,519916,67,67,test-00067-of-00080.parquet
TEF2,DF_E_3068682,low_m4a,vcc2020,Task1-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team24,MF,E,1,218401,28,28,test-00028-of-00080.parquet
VCC2TM1,DF_E_4681045,nocodec,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,FM,-,1,546812,71,71,test-00071-of-00080.parquet
VCC2SM3,DF_E_4820664,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,575145,75,75,test-00075-of-00080.parquet
VCC2SF1,DF_E_4712262,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,553153,72,72,test-00072-of-00080.parquet
TFM1,DF_E_4830128,low_ogg,vcc2020,Task2-team28,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team28,MM,F,1,577159,75,75,test-00075-of-00080.parquet
LA_0001,DF_E_4539028,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,517948,67,67,test-00067-of-00080.parquet
LA_0044,DF_E_3053291,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,215129,28,28,test-00028-of-00080.parquet
VCC2TF1,DF_E_3084131,oggm4a,vcc2018,HUB-N11,spoof,notrim,eval,traditional_vocoder,HUB,N11,FF,-,1,221412,28,28,test-00028-of-00080.parquet
VCC2SM2,DF_E_4531809,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,516452,67,67,test-00067-of-00080.parquet
SEF2,DF_E_4686169,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,547861,71,71,test-00071-of-00080.parquet
LA_0003,DF_E_4538898,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,517918,67,67,test-00067-of-00080.parquet
VCC2TF1,DF_E_4523722,low_ogg,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,FF,-,1,514811,67,67,test-00067-of-00080.parquet
LA_0025,DF_E_3000865,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,204420,26,26,test-00026-of-00080.parquet
VCC2SF2,DF_E_2997812,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,203801,26,26,test-00026-of-00080.parquet
LA_0025,DF_E_4685502,high_ogg,asvspoof,A13,spoof,notrim,eval,traditional_vocoder,-,-,-,-,1,547728,71,71,test-00071-of-00080.parquet
LA_0021,DF_E_4735442,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,557858,72,72,test-00072-of-00080.parquet
TGF1,DF_E_4732970,high_ogg,vcc2020,Task2-team23,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team23,MF,G,1,557377,72,72,test-00072-of-00080.parquet
VCC2TF2,DF_E_3078179,low_mp3,vcc2018,HUB-N20,spoof,notrim,eval,traditional_vocoder,HUB,N20,MF,-,1,220224,28,28,test-00028-of-00080.parquet
TMM1,DF_E_3055279,oggm4a,vcc2020,Task2-team05,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team05,FM,M,1,215531,28,28,test-00028-of-00080.parquet
TGM1,DF_E_4730539,low_mp3,vcc2020,Task2-team32,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team32,FM,G,1,556928,72,72,test-00072-of-00080.parquet
TEF1,DF_E_4688980,nocodec,vcc2020,Task1-team02,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team02,FF,E,1,548429,71,71,test-00071-of-00080.parquet
VCC2TM2,DF_E_4700846,low_mp3,vcc2018,HUB-D02,spoof,notrim,eval,traditional_vocoder,HUB,D02,FM,-,1,550837,72,72,test-00072-of-00080.parquet
SEM1,DF_E_4513413,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,512724,67,67,test-00067-of-00080.parquet
TMF1,DF_E_3068566,high_m4a,vcc2020,Task2-team29,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team29,FF,M,1,218371,28,28,test-00028-of-00080.parquet
TMM1,DF_E_4818349,high_ogg,vcc2020,Task2-team32,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team32,FM,M,1,574683,75,75,test-00075-of-00080.parquet
VCC2SF1,DF_E_4681285,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,546856,71,71,test-00071-of-00080.parquet
VCC2TM1,DF_E_2995776,oggm4a,vcc2018,HUB-N20,spoof,notrim,eval,traditional_vocoder,HUB,N20,MM,-,1,203347,26,26,test-00026-of-00080.parquet
LA_0044,DF_E_4697575,oggm4a,asvspoof,A17,spoof,notrim,eval,traditional_vocoder,-,-,-,-,1,550175,71,71,test-00071-of-00080.parquet
VCC2TF1,DF_E_4725165,mp3m4a,vcc2018,SPO-N11,spoof,notrim,eval,traditional_vocoder,SPO,N11,FF,-,1,555817,72,72,test-00072-of-00080.parquet
LA_0023,DF_E_3002195,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,204693,26,26,test-00026-of-00080.parquet
VCC2TM2,DF_E_4715024,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,553726,72,72,test-00072-of-00080.parquet
TEM2,DF_E_4548708,oggm4a,vcc2020,Task1-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team22,MM,E,1,519863,67,67,test-00067-of-00080.parquet
LA_0056,DF_E_4669475,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,544431,71,71,test-00071-of-00080.parquet
LA_0004,DF_E_4823458,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,575683,75,75,test-00075-of-00080.parquet
LA_0021,DF_E_4531726,oggm4a,asvspoof,A09,spoof,notrim,eval,traditional_vocoder,-,-,-,-,1,516427,67,67,test-00067-of-00080.parquet
LA_0036,DF_E_4519129,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,513878,67,67,test-00067-of-00080.parquet
TFF1,DF_E_4690655,high_mp3,vcc2020,Task2-team15,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team15,MF,F,1,548784,71,71,test-00071-of-00080.parquet
LA_0018,DF_E_4688216,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,548275,71,71,test-00071-of-00080.parquet
LA_0015,DF_E_4664072,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,543341,71,71,test-00071-of-00080.parquet
TGM1,DF_E_3000264,nocodec,vcc2020,Task2-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team31,FM,G,1,204302,26,26,test-00026-of-00080.parquet
TMF1,DF_E_4665793,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,543677,71,71,test-00071-of-00080.parquet
TEM2,DF_E_4682657,low_m4a,vcc2020,Task1-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team03,MM,E,1,547135,71,71,test-00071-of-00080.parquet
LA_0036,DF_E_2989312,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,201937,26,26,test-00026-of-00080.parquet
LA_0035,DF_E_4531346,mp3m4a,asvspoof,A16,spoof,notrim,eval,waveform_concatenation,-,-,-,-,1,516349,67,67,test-00067-of-00080.parquet
LA_0014,DF_E_4839997,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,579169,75,75,test-00075-of-00080.parquet
VCC2TF1,DF_E_4707907,low_mp3,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,MF,-,1,552265,72,72,test-00072-of-00080.parquet
LA_0029,DF_E_4717004,low_ogg,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,1,554135,72,72,test-00072-of-00080.parquet
LA_0006,DF_E_4678310,low_ogg,asvspoof,A16,spoof,notrim,eval,waveform_concatenation,-,-,-,-,1,546267,71,71,test-00071-of-00080.parquet
TEF1,DF_E_4548018,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,519698,67,67,test-00067-of-00080.parquet
VCC2TF1,DF_E_4846382,low_ogg,vcc2018,HUB-B01,spoof,notrim,eval,traditional_vocoder,HUB,B01,MF,-,1,580448,75,75,test-00075-of-00080.parquet
TEF2,DF_E_3070286,high_ogg,vcc2020,Task1-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team31,MF,E,1,218730,28,28,test-00028-of-00080.parquet
VCC2TF1,DF_E_2987221,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,201519,26,26,test-00026-of-00080.parquet
VCC2SM3,DF_E_4534411,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,516994,67,67,test-00067-of-00080.parquet
LA_0063,DF_E_3067408,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,218090,28,28,test-00028-of-00080.parquet
TEM1,DF_E_4850325,oggm4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,581233,75,75,test-00075-of-00080.parquet
VCC2TM2,DF_E_4689155,oggm4a,vcc2018,HUB-N03,spoof,notrim,eval,unknown,HUB,N03,FM,-,1,548471,71,71,test-00071-of-00080.parquet
LA_0046,DF_E_4545055,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,519125,67,67,test-00067-of-00080.parquet
SEM1,DF_E_4836045,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,578337,75,75,test-00075-of-00080.parquet
LA_0003,DF_E_2987054,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,201483,26,26,test-00026-of-00080.parquet
LA_0013,DF_E_2997451,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,203726,26,26,test-00026-of-00080.parquet
VCC2SF1,DF_E_3003540,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,204955,26,26,test-00026-of-00080.parquet
VCC2TF2,DF_E_4697851,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,550234,71,71,test-00071-of-00080.parquet
SEF2,DF_E_3059503,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,216446,28,28,test-00028-of-00080.parquet
LA_0024,DF_E_4684117,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,547419,71,71,test-00071-of-00080.parquet
LA_0022,DF_E_4533575,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,516826,67,67,test-00067-of-00080.parquet
TGM1,DF_E_4697749,high_mp3,vcc2020,Task2-team30,spoof,notrim,eval,unknown,Task2,team30,MM,G,1,550212,71,71,test-00071-of-00080.parquet
VCC2TM2,DF_E_4686024,oggm4a,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,FM,-,1,547832,71,71,test-00071-of-00080.parquet
TMF1,DF_E_2996701,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,203562,26,26,test-00026-of-00080.parquet
VCC2SM3,DF_E_3006946,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,205657,26,26,test-00026-of-00080.parquet
LA_0034,DF_E_4690299,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,548701,71,71,test-00071-of-00080.parquet
VCC2SF2,DF_E_4534027,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,516919,67,67,test-00067-of-00080.parquet
LA_0001,DF_E_4716245,low_ogg,asvspoof,A19,spoof,notrim,eval,traditional_vocoder,-,-,-,-,1,553976,72,72,test-00072-of-00080.parquet
TMM1,DF_E_4722947,mp3m4a,vcc2020,Task2-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team10,FM,M,1,555391,72,72,test-00072-of-00080.parquet
TEM1,DF_E_4736416,high_mp3,vcc2020,Task1-team08,spoof,notrim,eval,traditional_vocoder,Task1,team08,MM,E,1,558069,72,72,test-00072-of-00080.parquet
SEM1,DF_E_4517732,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,513622,67,67,test-00067-of-00080.parquet
TEF1,DF_E_4678560,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,546313,71,71,test-00071-of-00080.parquet
VCC2TF1,DF_E_3059395,low_ogg,vcc2018,HUB-D01,spoof,notrim,eval,traditional_vocoder,HUB,D01,FF,-,1,216414,28,28,test-00028-of-00080.parquet
TFM1,DF_E_4709034,oggm4a,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,FM,F,1,552492,72,72,test-00072-of-00080.parquet
LA_0051,DF_E_4666488,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,543827,71,71,test-00071-of-00080.parquet
LA_0013,DF_E_4839016,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,578966,75,75,test-00075-of-00080.parquet
VCC2TM2,DF_E_3057604,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,216041,28,28,test-00028-of-00080.parquet
LA_0030,DF_E_2983469,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,200774,26,26,test-00026-of-00080.parquet
VCC2TF1,DF_E_2977001,low_m4a,vcc2018,HUB-D01,spoof,notrim,eval,traditional_vocoder,HUB,D01,MF,-,1,199443,26,26,test-00026-of-00080.parquet
VCC2SM1,DF_E_2988920,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,201864,26,26,test-00026-of-00080.parquet
VCC2TF2,DF_E_2994055,high_ogg,vcc2018,HUB-D02,spoof,notrim,eval,traditional_vocoder,HUB,D02,FF,-,1,202960,26,26,test-00026-of-00080.parquet
LA_0017,DF_E_4549233,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,519966,67,67,test-00067-of-00080.parquet
TFF1,DF_E_3005942,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,205451,26,26,test-00026-of-00080.parquet
LA_0018,DF_E_3076226,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,219861,28,28,test-00028-of-00080.parquet
TGM1,DF_E_4713171,oggm4a,vcc2020,Task2-team08,spoof,notrim,eval,traditional_vocoder,Task2,team08,FM,G,1,553344,72,72,test-00072-of-00080.parquet
TFM1,DF_E_2975900,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,199229,26,26,test-00026-of-00080.parquet
TGF1,DF_E_4711254,high_mp3,vcc2020,Task2-team33,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team33,MF,G,1,552932,72,72,test-00072-of-00080.parquet
VCC2SM2,DF_E_4524877,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,515038,67,67,test-00067-of-00080.parquet
TGF1,DF_E_4728063,mp3m4a,vcc2020,Task2-team29,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team29,MF,G,1,556425,72,72,test-00072-of-00080.parquet
LA_0001,DF_E_4537017,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,517533,67,67,test-00067-of-00080.parquet
SEM1,DF_E_4726545,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,556093,72,72,test-00072-of-00080.parquet
TMM1,DF_E_3064328,low_mp3,vcc2020,Task2-team23,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team23,FM,M,1,217459,28,28,test-00028-of-00080.parquet
TMF1,DF_E_2997743,high_ogg,vcc2020,Task2-team26,spoof,notrim,eval,traditional_vocoder,Task2,team26,FF,M,1,203787,26,26,test-00026-of-00080.parquet
TMF1,DF_E_4531987,oggm4a,vcc2020,Task2-team30,spoof,notrim,eval,unknown,Task2,team30,FF,M,1,516486,67,67,test-00067-of-00080.parquet
TEF2,DF_E_4526902,low_mp3,vcc2020,Task1-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team11,FF,E,1,515456,67,67,test-00067-of-00080.parquet
LA_0034,DF_E_3069666,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,218595,28,28,test-00028-of-00080.parquet
TEM1,DF_E_3071115,low_mp3,vcc2020,Task1-team12,spoof,notrim,eval,traditional_vocoder,Task1,team12,FM,E,1,218881,28,28,test-00028-of-00080.parquet
VCC2TF2,DF_E_3049902,low_ogg,vcc2018,HUB-N14,spoof,notrim,eval,traditional_vocoder,HUB,N14,FF,-,1,214428,28,28,test-00028-of-00080.parquet
LA_0028,DF_E_4732233,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,557242,72,72,test-00072-of-00080.parquet
LA_0044,DF_E_3006440,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,205562,26,26,test-00026-of-00080.parquet
LA_0010,DF_E_3064928,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,217593,28,28,test-00028-of-00080.parquet
VCC2TM2,DF_E_4522538,high_mp3,vcc2018,HUB-N07,spoof,notrim,eval,traditional_vocoder,HUB,N07,MM,-,1,514542,67,67,test-00067-of-00080.parquet
TEM2,DF_E_4697059,high_m4a,vcc2020,Task1-team09,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team09,MM,E,1,550080,71,71,test-00071-of-00080.parquet
TEF2,DF_E_4845163,oggm4a,vcc2020,Task1-team14,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team14,MF,E,1,580224,75,75,test-00075-of-00080.parquet
LA_0019,DF_E_4833934,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,577945,75,75,test-00075-of-00080.parquet
LA_0018,DF_E_4699449,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,550560,71,71,test-00071-of-00080.parquet
LA_0026,DF_E_4527216,high_ogg,asvspoof,A12,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,1,515532,67,67,test-00067-of-00080.parquet
TMM1,DF_E_4691333,high_m4a,vcc2020,Task2-team30,spoof,notrim,eval,unknown,Task2,team30,MM,M,1,548919,71,71,test-00071-of-00080.parquet
VCC2TM2,DF_E_4831363,oggm4a,vcc2018,HUB-N16,spoof,notrim,eval,traditional_vocoder,HUB,N16,FM,-,1,577401,75,75,test-00075-of-00080.parquet
LA_0011,DF_E_4665925,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,543704,71,71,test-00071-of-00080.parquet
LA_0008,DF_E_3067908,low_mp3,asvspoof,A15,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,1,218214,28,28,test-00028-of-00080.parquet
LA_0040,DF_E_4713788,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,553477,72,72,test-00072-of-00080.parquet
SEM1,DF_E_4520303,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,514116,67,67,test-00067-of-00080.parquet
LA_0001,DF_E_4518322,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,513730,67,67,test-00067-of-00080.parquet
LA_0013,DF_E_3060185,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,216576,28,28,test-00028-of-00080.parquet
VCC2TM1,DF_E_4513015,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,512652,67,67,test-00067-of-00080.parquet
LA_0048,DF_E_2978063,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,199665,26,26,test-00026-of-00080.parquet
VCC2TF1,DF_E_3067909,mp3m4a,vcc2018,HUB-D01,spoof,notrim,eval,traditional_vocoder,HUB,D01,FF,-,1,218215,28,28,test-00028-of-00080.parquet
VCC2TM1,DF_E_2996278,high_ogg,vcc2018,HUB-N09,spoof,notrim,eval,traditional_vocoder,HUB,N09,FM,-,1,203461,26,26,test-00026-of-00080.parquet
VCC2TM2,DF_E_3004715,high_ogg,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,MM,-,1,205186,26,26,test-00026-of-00080.parquet
LA_0058,DF_E_4840618,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,579290,75,75,test-00075-of-00080.parquet
TEF1,DF_E_3005637,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,205382,26,26,test-00026-of-00080.parquet
VCC2SF4,DF_E_4545212,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,519164,67,67,test-00067-of-00080.parquet
TEM1,DF_E_2994696,nocodec,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,FM,E,1,203098,26,26,test-00026-of-00080.parquet
TMM1,DF_E_4518492,mp3m4a,vcc2020,Task2-team18,spoof,notrim,eval,unknown,Task2,team18,MM,M,1,513766,67,67,test-00067-of-00080.parquet
VCC2SM1,DF_E_2996647,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,203549,26,26,test-00026-of-00080.parquet
LA_0019,DF_E_4680975,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,546800,71,71,test-00071-of-00080.parquet
TGF1,DF_E_4849223,mp3m4a,vcc2020,Task2-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team19,MF,G,1,581016,75,75,test-00075-of-00080.parquet
LA_0040,DF_E_4547963,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,519688,67,67,test-00067-of-00080.parquet
VCC2TM1,DF_E_4678624,high_ogg,vcc2018,HUB-D04,spoof,notrim,eval,traditional_vocoder,HUB,D04,MM,-,1,546331,71,71,test-00071-of-00080.parquet
TMF1,DF_E_3061287,oggm4a,vcc2020,Task2-team05,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team05,MF,M,1,216807,28,28,test-00028-of-00080.parquet
TEM1,DF_E_4836620,low_m4a,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,MM,E,1,578462,75,75,test-00075-of-00080.parquet
TEM2,DF_E_4683658,high_ogg,vcc2020,Task1-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team07,FM,E,1,547338,71,71,test-00071-of-00080.parquet
VCC2SM4,DF_E_4840149,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,579205,75,75,test-00075-of-00080.parquet
LA_0032,DF_E_4845353,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,580262,75,75,test-00075-of-00080.parquet
VCC2TM1,DF_E_4842685,oggm4a,vcc2018,HUB-N16,spoof,notrim,eval,traditional_vocoder,HUB,N16,FM,-,1,579719,75,75,test-00075-of-00080.parquet
TGM1,DF_E_3001311,low_ogg,vcc2020,Task2-team15,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team15,FM,G,1,204507,26,26,test-00026-of-00080.parquet
VCC2TM1,DF_E_2982649,high_ogg,vcc2018,HUB-N11,spoof,notrim,eval,traditional_vocoder,HUB,N11,MM,-,1,200593,26,26,test-00026-of-00080.parquet
LA_0028,DF_E_2989533,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,201994,26,26,test-00026-of-00080.parquet
LA_0032,DF_E_2978098,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,199672,26,26,test-00026-of-00080.parquet
VCC2SM4,DF_E_3002565,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,204763,26,26,test-00026-of-00080.parquet
TMM1,DF_E_4705193,low_m4a,vcc2020,Task2-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team03,MM,M,1,551728,72,72,test-00072-of-00080.parquet
VCC2SF2,DF_E_4524109,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-,0,514894,67,67,test-00067-of-00080.parquet
TGF1,DF_E_4666261,low_mp3,vcc2020,Task2-team08,spoof,notrim,eval,traditional_vocoder,Task2,team08,FF,G,1,543776,71,71,test-00071-of-00080.parquet
VCC2TM2,DF_E_4542500,nocodec,vcc2018,HUB-D05,spoof,notrim,eval,traditional_vocoder,HUB,D05,MM,-,1,518621,67,67,test-00067-of-00080.parquet
