speaker_id,trial_id,codec,source,attack,label,trim,subset,vocoder,field10,field11,field12,field13
VCC2TF1,DF_E_4181912,low_mp3,vcc2018,HUB-D05,spoof,notrim,eval,traditional_vocoder,HUB,D05,FF,-
TEM2,DF_E_2925605,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_3580288,oggm4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,FF,-
TGF1,DF_E_3874561,high_mp3,vcc2020,Task2-team18,spoof,notrim,eval,unknown,Task2,team18,FF,G
VCC2SF3,DF_E_3430299,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SF2,DF_E_3393481,high_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0044,DF_E_4746077,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMF1,DF_E_3483931,low_mp3,vcc2020,Task2-team15,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team15,MF,M
TEF2,DF_E_2301013,nocodec,vcc2020,Task1-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team22,FF,E
VCC2TF2,DF_E_2636203,low_ogg,vcc2018,HUB-N04,spoof,notrim,eval,traditional_vocoder,HUB,N04,FF,-
VCC2SF4,DF_E_4429223,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0007,DF_E_3335568,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF1,DF_E_3149278,low_mp3,vcc2020,Task1-team12,spoof,notrim,eval,traditional_vocoder,Task1,team12,MF,E
TEM1,DF_E_2673853,high_m4a,vcc2020,Task1-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team20,MM,E
VCC2TF2,DF_E_3961347,mp3m4a,vcc2018,HUB-N14,spoof,notrim,eval,traditional_vocoder,HUB,N14,FF,-
VCC2SM2,DF_E_2159994,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_2573317,mp3m4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MM,-
LA_0048,DF_E_2546575,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0029,DF_E_2295524,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0051,DF_E_4455124,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SF1,DF_E_3098277,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0021,DF_E_4124863,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0044,DF_E_4429314,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_2232702,high_ogg,vcc2018,HUB-N05,spoof,notrim,eval,traditional_vocoder,HUB,N05,FF,-
TMM1,DF_E_3985818,high_m4a,vcc2020,Task2-team08,spoof,notrim,eval,traditional_vocoder,Task2,team08,MM,M
TMF1,DF_E_4571301,oggm4a,vcc2020,Task2-team28,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team28,FF,M
VCC2SF1,DF_E_3606176,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0015,DF_E_2124883,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0005,DF_E_2249076,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0001,DF_E_3151221,oggm4a,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
VCC2TM1,DF_E_2201190,low_ogg,vcc2018,SPO-N10,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N10,FM,-
LA_0032,DF_E_3249420,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_3838204,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMM1,DF_E_3790802,oggm4a,vcc2020,Task2-team30,spoof,notrim,eval,unknown,Task2,team30,MM,M
VCC2SM2,DF_E_2488260,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_2882344,high_mp3,vcc2018,HUB-N16,spoof,notrim,eval,traditional_vocoder,HUB,N16,MM,-
VCC2TM2,DF_E_2840536,high_m4a,vcc2018,HUB-B01,spoof,notrim,eval,traditional_vocoder,HUB,B01,MM,-
VCC2TM2,DF_E_4625874,high_mp3,vcc2018,HUB-N09,spoof,notrim,eval,traditional_vocoder,HUB,N09,MM,-
TMM1,DF_E_2862752,low_m4a,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,FM,M
LA_0013,DF_E_4658972,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SF1,DF_E_3717752,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_2658278,mp3m4a,vcc2018,SPO-N11,spoof,notrim,eval,traditional_vocoder,SPO,N11,MF,-
TEM2,DF_E_2547684,oggm4a,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,FM,E
TEM2,DF_E_2064564,nocodec,vcc2020,Task1-team06,spoof,notrim,eval,traditional_vocoder,Task1,team06,MM,E
TEM1,DF_E_2267916,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0040,DF_E_3274654,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0058,DF_E_2979878,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_4635462,high_m4a,vcc2018,SPO-N18,spoof,notrim,eval,traditional_vocoder,SPO,N18,FM,-
LA_0043,DF_E_2570486,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMF1,DF_E_2667782,high_ogg,vcc2020,Task2-team23,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team23,FF,M
TMM1,DF_E_4783473,mp3m4a,vcc2020,Task2-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team03,FM,M
VCC2TM2,DF_E_4017897,nocodec,vcc2018,HUB-N12,spoof,notrim,eval,traditional_vocoder,HUB,N12,MM,-
LA_0048,DF_E_2777654,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_4719088,low_ogg,vcc2020,Task2-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FF,G
LA_0018,DF_E_4186081,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGM1,DF_E_2530913,oggm4a,vcc2020,Task2-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team11,MM,G
TEF1,DF_E_2094259,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_4701378,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF1,DF_E_2864407,low_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_2287103,high_m4a,vcc2020,Task1-team17,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team17,MM,E
VCC2TF1,DF_E_3010589,oggm4a,vcc2018,SPO-N04,spoof,notrim,eval,traditional_vocoder,SPO,N04,FF,-
VCC2SM4,DF_E_2137191,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_3329323,high_m4a,vcc2018,HUB-N18,spoof,notrim,eval,traditional_vocoder,HUB,N18,MF,-
LA_0047,DF_E_2895012,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0018,DF_E_2133494,high_ogg,asvspoof,A08,spoof,notrim,eval,neural_vocoder_nonautoregressive,-,-,-,-
VCC2TM1,DF_E_3921336,high_ogg,vcc2018,HUB-N11,spoof,notrim,eval,traditional_vocoder,HUB,N11,MM,-
TEF2,DF_E_2507634,low_m4a,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,FF,E
TMM1,DF_E_3722061,low_mp3,vcc2020,Task2-team26,spoof,notrim,eval,traditional_vocoder,Task2,team26,FM,M
VCC2SF1,DF_E_3381573,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_3949216,high_m4a,vcc2020,Task1-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team20,FF,E
VCC2SF4,DF_E_2142987,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_4349417,high_ogg,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MM,-
VCC2TF2,DF_E_2030257,nocodec,vcc2018,HUB-B01,spoof,notrim,eval,traditional_vocoder,HUB,B01,FF,-
VCC2TF2,DF_E_4449997,oggm4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MF,-
VCC2TM1,DF_E_2542158,low_mp3,vcc2018,HUB-N11,spoof,notrim,eval,traditional_vocoder,HUB,N11,FM,-
TFF1,DF_E_3700599,nocodec,vcc2020,Task2-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team07,MF,F
VCC2TM1,DF_E_3741155,low_mp3,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,MM,-
TFF1,DF_E_2731423,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_2561421,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0065,DF_E_4378981,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0004,DF_E_4293605,high_ogg,asvspoof,A11,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TFF1,DF_E_4046510,low_ogg,vcc2020,Task2-team15,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team15,MF,F
TEM1,DF_E_4302955,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0010,DF_E_3908431,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_2039953,nocodec,vcc2020,Task1-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team25,FM,E
LA_0015,DF_E_3771032,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMF1,DF_E_4779599,oggm4a,vcc2020,Task2-team06,spoof,notrim,eval,traditional_vocoder,Task2,team06,MF,M
TEM1,DF_E_3490880,low_m4a,vcc2020,Task1-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team22,MM,E
VCC2TF2,DF_E_4989585,nocodec,vcc2018,HUB-N14,spoof,notrim,eval,traditional_vocoder,HUB,N14,MF,-
VCC2SM1,DF_E_4797060,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_4921834,low_mp3,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,MM,-
TFF1,DF_E_4232052,oggm4a,vcc2020,Task2-team26,spoof,notrim,eval,traditional_vocoder,Task2,team26,MF,F
LA_0009,DF_E_4402646,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0023,DF_E_2877963,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0015,DF_E_2070143,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0045,DF_E_4176533,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0041,DF_E_3736973,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_4715327,high_ogg,vcc2018,SPO-N05,spoof,notrim,eval,traditional_vocoder,SPO,N05,MM,-
TEM2,DF_E_4074464,low_m4a,vcc2020,Task1-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team11,MM,E
VCC2TM2,DF_E_2694576,low_m4a,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,FM,-
TEF1,DF_E_3922492,high_mp3,vcc2020,Task1-team21,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team21,MF,E
LA_0023,DF_E_4357834,low_m4a,asvspoof,A13,spoof,notrim,eval,traditional_vocoder,-,-,-,-
LA_0025,DF_E_2860978,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0019,DF_E_3917403,low_ogg,asvspoof,A14,spoof,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TF2,DF_E_4912490,high_m4a,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,MF,-
VCC2TF1,DF_E_2447382,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0021,DF_E_3698539,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_2987460,low_mp3,vcc2018,HUB-D03,spoof,notrim,eval,traditional_vocoder,HUB,D03,MF,-
TFM1,DF_E_4969253,low_ogg,vcc2020,Task2-team30,spoof,notrim,eval,unknown,Task2,team30,FM,F
VCC2TF2,DF_E_2066291,low_ogg,vcc2018,HUB-N10,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N10,MF,-
TMF1,DF_E_4303952,high_m4a,vcc2020,Task2-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FF,M
TEM1,DF_E_3436104,high_ogg,vcc2020,Task1-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team19,MM,E
SEM2,DF_E_4920277,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0030,DF_E_4347112,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM1,DF_E_4718025,mp3m4a,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,FM,E
TFM1,DF_E_4929579,high_mp3,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,FM,F
VCC2SM3,DF_E_2991773,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_2939574,low_ogg,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_4275337,oggm4a,vcc2020,Task2-team33,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team33,FF,G
LA_0028,DF_E_2664901,low_ogg,asvspoof,A07,spoof,notrim,eval,traditional_vocoder,-,-,-,-
TGM1,DF_E_3989927,low_m4a,vcc2020,Task2-team06,spoof,notrim,eval,traditional_vocoder,Task2,team06,MM,G
LA_0037,DF_E_2822666,high_m4a,asvspoof,A13,spoof,notrim,eval,traditional_vocoder,-,-,-,-
LA_0060,DF_E_3872814,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_3069887,high_ogg,vcc2018,HUB-N14,spoof,notrim,eval,traditional_vocoder,HUB,N14,FM,-
LA_0041,DF_E_2590776,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_2447825,nocodec,vcc2020,Task1-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team31,MF,E
TEF2,DF_E_3183379,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_4138285,high_m4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MM,-
TGM1,DF_E_4327551,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_2926852,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF1,DF_E_2836485,nocodec,vcc2020,Task1-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team16,MF,E
TEM1,DF_E_2495461,nocodec,vcc2020,Task1-team23,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team23,FM,E
TEF1,DF_E_2936840,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_4684817,low_m4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MF,-
VCC2TF1,DF_E_2601763,low_ogg,vcc2018,HUB-N17,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N17,FF,-
VCC2TM2,DF_E_4322487,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0036,DF_E_2942449,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMM1,DF_E_4073866,oggm4a,vcc2020,Task2-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team27,FM,M
VCC2TF1,DF_E_3897526,nocodec,vcc2018,SPO-N03,spoof,notrim,eval,unknown,SPO,N03,FF,-
TMM1,DF_E_4435765,nocodec,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,MM,M
VCC2SF4,DF_E_3596737,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0023,DF_E_3435329,low_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_4234709,high_mp3,vcc2018,HUB-N12,spoof,notrim,eval,traditional_vocoder,HUB,N12,FF,-
TEM2,DF_E_3599068,high_mp3,vcc2020,Task1-team18,spoof,notrim,eval,unknown,Task1,team18,MM,E
TEF2,DF_E_4580482,low_ogg,vcc2020,Task1-team06,spoof,notrim,eval,traditional_vocoder,Task1,team06,FF,E
TMM1,DF_E_3282030,high_mp3,vcc2020,Task2-team26,spoof,notrim,eval,traditional_vocoder,Task2,team26,MM,M
TEF2,DF_E_3803696,high_mp3,vcc2020,Task1-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team03,FF,E
TEF2,DF_E_4054957,high_mp3,vcc2020,Task1-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team07,FF,E
LA_0008,DF_E_2947377,low_ogg,asvspoof,A12,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
VCC2TF1,DF_E_2151923,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_3622894,high_ogg,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,MF,E
VCC2TF1,DF_E_2669982,oggm4a,vcc2018,HUB-N13,spoof,notrim,eval,traditional_vocoder,HUB,N13,MF,-
VCC2SM1,DF_E_3033446,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF1,DF_E_4125938,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_2863631,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0044,DF_E_4387425,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0046,DF_E_2770176,high_m4a,asvspoof,A08,spoof,notrim,eval,neural_vocoder_nonautoregressive,-,-,-,-
VCC2SM1,DF_E_4783678,low_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFF1,DF_E_3282251,high_m4a,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,FF,F
TFM1,DF_E_3176355,mp3m4a,vcc2020,Task2-team06,spoof,notrim,eval,traditional_vocoder,Task2,team06,FM,F
TEF1,DF_E_3697424,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_2394135,mp3m4a,vcc2018,HUB-N15,spoof,notrim,eval,traditional_vocoder,HUB,N15,MM,-
LA_0048,DF_E_4460820,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0014,DF_E_3696682,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0001,DF_E_4308430,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF1,DF_E_3412592,low_mp3,vcc2018,HUB-N12,spoof,notrim,eval,traditional_vocoder,HUB,N12,MF,-
LA_0018,DF_E_3383248,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFM1,DF_E_3132227,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SM3,DF_E_2170449,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
SEM1,DF_E_2249802,low_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_2368743,low_mp3,vcc2018,HUB-B01,spoof,notrim,eval,traditional_vocoder,HUB,B01,FF,-
TEM1,DF_E_2675071,high_ogg,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_4715524,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0001,DF_E_4199356,oggm4a,asvspoof,A17,spoof,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TM2,DF_E_3899266,low_m4a,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MM,-
TEF1,DF_E_2668099,high_mp3,vcc2020,Task1-team29,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team29,MF,E
TGF1,DF_E_4912214,mp3m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0008,DF_E_3304717,mp3m4a,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
TEM2,DF_E_4571221,mp3m4a,vcc2020,Task1-team21,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team21,MM,E
LA_0037,DF_E_4067085,low_ogg,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-
VCC2TF2,DF_E_3224618,low_ogg,vcc2018,SPO-N11,spoof,notrim,eval,traditional_vocoder,SPO,N11,MF,-
TEM2,DF_E_2805404,low_mp3,vcc2020,Task1-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team19,FM,E
TEF1,DF_E_2811417,low_m4a,vcc2020,Task1-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team03,FF,E
TEF1,DF_E_2591573,low_ogg,vcc2020,Task1-team14,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team14,MF,E
LA_0031,DF_E_4736887,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0001,DF_E_3871393,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0014,DF_E_4405014,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMM1,DF_E_4877160,high_m4a,vcc2020,Task2-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team24,FM,M
VCC2TF2,DF_E_2860367,high_mp3,vcc2018,HUB-N18,spoof,notrim,eval,traditional_vocoder,HUB,N18,FF,-
TGF1,DF_E_3737970,low_ogg,vcc2020,Task2-team26,spoof,notrim,eval,traditional_vocoder,Task2,team26,MF,G
VCC2TF2,DF_E_2911902,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGM1,DF_E_4641041,high_ogg,vcc2020,Task2-team23,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team23,MM,G
VCC2SM1,DF_E_3467308,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_3178283,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEM2,DF_E_2662538,nocodec,vcc2020,Task1-team20,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team20,MM,E
TMF1,DF_E_4124557,oggm4a,vcc2020,Task2-team08,spoof,notrim,eval,traditional_vocoder,Task2,team08,MF,M
VCC2TF2,DF_E_3996657,low_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMM1,DF_E_3977992,nocodec,vcc2020,Task2-team12,spoof,notrim,eval,traditional_vocoder,Task2,team12,MM,M
TEF1,DF_E_2107976,high_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0043,DF_E_2426595,low_mp3,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
LA_0037,DF_E_2078618,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0029,DF_E_4179926,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0058,DF_E_4840618,high_mp3,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SF2,DF_E_3112761,high_mp3,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0030,DF_E_4411119,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0026,DF_E_3415449,high_ogg,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-
LA_0008,DF_E_2508856,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TMF1,DF_E_3168333,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2SM3,DF_E_3975861,nocodec,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0017,DF_E_3375657,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0015,DF_E_3483373,low_ogg,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-
VCC2SF2,DF_E_3757683,high_m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF2,DF_E_2270772,low_m4a,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGF1,DF_E_2712903,low_m4a,vcc2020,Task2-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team31,MF,G
LA_0032,DF_E_4147711,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM1,DF_E_3288180,low_ogg,vcc2018,HUB-N08,spoof,notrim,eval,traditional_vocoder,HUB,N08,MM,-
LA_0013,DF_E_3829395,low_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
TGM1,DF_E_3621825,low_mp3,vcc2020,Task2-team28,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team28,FM,G
TFM1,DF_E_2637596,high_ogg,vcc2020,Task2-team02,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team02,MM,F
LA_0014,DF_E_4620671,mp3m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0003,DF_E_2958116,high_m4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0007,DF_E_2918606,oggm4a,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TF2,DF_E_3499750,mp3m4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
VCC2TM2,DF_E_2340734,oggm4a,vcc2018,-,bonafide,notrim,eval,bonafide,-,-,-,-
TEF1,DF_E_2976109,high_mp3,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
TFF1,DF_E_4965991,nocodec,vcc2020,-,bonafide,notrim,eval,bonafide,-,-,-,-
LA_0021,DF_E_4601880,high_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-
